章节号,原编号,章节标题,起始行号,结束行号,行数
1385,1433,"九阴黄泉丹",201525,201639,115
1386,1434,"古龙一族情势...",201640,201802,163
1387,1435,"冥蛇地脉",201803,201947,145
1388,1436,"被锁之人",201948,202125,178
1389,1437,"妖暝",202126,202252,127
1390,1438,"妖啸天",202253,202415,163
1391,1439,"暴打",202416,202611,196
1392,1440,"九幽冥杖",202612,202783,172
1393,1441,"大势已去",202784,202964,181
1394,1442,"黄泉妖圣",202965,203151,187
1395,1443,"黄泉天怒",203152,203275,124
1396,1444,"灵魂争斗",203276,203453,178
1397,1145,"妖圣精血",203454,203616,163
1398,1446,"寻找帮手",203617,203772,156
1399,1447,"吸收妖圣精血",203773,203906,134
1400,1448,"天妖三凰",203907,204075,169
1401,1449,"伏击",204076,204235,160
1402,1450,"独斗双圣",204236,204404,169
1403,1451,"绝对压制",204405,204603,199
1404,1452,"人质威胁",204604,204736,133
1405,1453,"路遇",204737,204878,142
1406,1454,"解决",204879,205020,142
1407,1455,"再见紫研",205021,205219,199
1408,1456,"大战爆发",205220,205373,154
1409,1457,"三大龙王",205374,205569,196
1410,1458,"拼命",205570,205762,193
1411,1459,"屠龙剑",205763,205946,184
1412,1460,"大战落幕",205947,206073,127
1413,1461,"二星斗圣!",206074,206248,175
1414,1462,"魂殿动静",206249,206375,127
1415,1463,"天罡殿",206376,206505,130
1416,1464,"血洗人殿",206506,206704,199
1417,1465,"大天尊",206705,206876,172
1418,1466,"击溃",206877,207051,175
1419,1467,"血洗",207052,207187,136
1420,1468,"灵魂光团",207188,207296,109
1421,1469,"吸收灵魂本源...",207297,207405,109
1422,1470,"天境大圆满",207406,207517,112
1423,1471,"魂殿殿主!",207518,207665,148
1424,1472,"妖火降世!",207666,207816,151
1425,1473,"四方云动",207817,207976,160
1426,1474,"八荒破灭焱",207977,208115,139
1427,1475,"再见薰儿",208116,208215,100
1428,1476,"药万归",208216,208366,151
1429,1477,"不知好歹",208367,208526,160
1430,1478,"空间破裂",208527,208701,175
1431,1479,"妖火空间",208702,208870,169
1432,1480,"闯关",208871,209024,154
1433,1481,"血色巨斧",209025,209184,160
1434,1482,"虚幻与真实",209185,209380,196
1435,1483,"突破幻境",209381,209549,169
1436,1484,"合作",209550,209709,160
1437,1485,"七圣斗妖火",209710,209872,163
1438,1486,"反控",209873,210020,148
1439,1487,"天罗封魔阵",210021,210180,160
1440,1488,"抢妖火本源!",210181,210379,199
1441,1489,"惊天对撞",210380,210557,178
1442,1490,"萧展出手",210558,210732,175
1443,1491,"魂魔老人",210733,210898,166
1444,1492,"青牛牧童",210899,211046,148
1445,1493,"炼天古阵",211047,211197,151
1446,1494,"净莲妖圣?",211198,211381,184
1447,1495,"妖圣vs妖火",211382,211550,169
1448,506,"剥离",211551,211722,172
1449,1497,"最终获利",211723,211864,142
1450,1498,"炼化妖火!",211865,212027,163
1451,1499,"中州事变",212028,212154,127
1452,1500,"破茧而出",212155,212263,109
1453,1501,"火婴",212264,212405,142
1454,1502,"妖火平原",212406,212559,154
1455,1503,"翻手灭殿",212560,212761,202
1456,1504,"风雨欲来",212762,212885,124
1457,1505,"回家",212886,213024,139
1458,516,"战帖!",213025,213106,82
1459,1507,"陨落之巅",213107,213236,130
1460,1508,"魂千陌",213237,213387,151
1461,1509,"交锋",213388,213529,142
1462,1510,"平一局",213530,213692,163
1463,1511,"最后一局",213693,213870,178
1464,1512,"萧炎vs魂殿殿主",213871,214018,148
1465,1513,"虚无吞炎",214019,214199,181
1466,1514,"小伊显威",214200,214347,148
1467,1515,"分出胜负",214348,214510,163
1468,1516,"下杀手",214511,214691,181
1469,1517,"黑色珠子",214692,214806,115
1470,1518,"传信",214807,214969,163
1471,1519,"凰天",214970,215120,151
1472,1520,"两族对恃",215121,215316,196
1473,1521,"交手",215317,215479,163
1474,1522,"九色光柱",215480,215672,193
1475,1523,"彩鳞出关",215673,215826,154
1476,1524,"变故",215827,215992,166
1477,1525,"化龙魔阵",215993,216137,145
1478,1526,"毁灭火体",216138,216303,166
1479,1527,"疯狂的北龙王",216304,216460,157
1480,1528,"击杀",216461,216632,172
1481,1529,"炼制傀儡",216633,216753,121
1482,1530,"北王",216754,216883,130
1483,1531,"吞噬黑魔雷",216884,217028,145
1484,1532,"九玄金雷",217029,217146,118
1485,1533,"聚灵",217147,217282,136
1486,1534,"九玄金雷的力量",217283,217427,145
1487,1535,"变化",217428,217545,118
1488,1536,"平静",217546,217642,97
1489,1537,"药族药典",217643,217796,154
1490,1538,"出手",217797,217947,151
1491,549,"凶悍",217948,218125,178
1492,1540,"万火长老",218126,218243,118
1493,1541,"魂虚子",218244,218388,145
1494,1542,"药典开始",218389,218524,136
1495,1543,"讨教",218525,218636,112
1496,1544,"生灵之焱",218637,218766,130
1497,1545,"炼丹较量",218767,218890,124
1498,1546,"抢夺能量",218891,219002,112
1499,1547,"丹雨",219003,219150,148
1500,1548,"借玉",219151,219319,169
1501,1549,"惊变",219320,219497,178
1502,1550,"本体",219498,219633,136
1503,1551,"药帝残魂",219634,219847,214
1504,1552,"吞灵",219848,219989,142
1505,1553,"灭族之战",219990,220155,166
1506,1554,"借火",220156,220291,136
1507,1555,"八色火莲",220292,220439,148
1508,1556,"逃生",220440,220563,124
1509,1557,"吞服",220564,220720,157
1510,1558,"逃",220721,220862,142
1511,1559,"击退",220863,221043,181
1512,1560,"再进古界",221044,221179,136
1513,1561,"魂族之秘",221180,221318,139
1514,1562,"六星中期",221319,221445,127
1515,1563,"雷动",221446,221590,145
1516,1564,"出手",221591,221750,160
1517,1565,"赐教",221751,221943,193
1518,1566,"窥视",221944,222106,163
1519,1567,"古怪",222107,222278,172
1520,1568,"搜寻",222279,222462,184
1521,1569,"夺玉",222463,222628,166
1522,1570,"失玉",222629,222836,208
1523,1571,"商议",222837,222972,136
1524,1572,"再进天墓",222973,223135,163
1525,1573,"本源帝气",223136,223265,130
1526,1574,"天墓之魂",223266,223422,157
1527,1575,"抽取灵魂本源",223423,223579,157
1528,1576,"帝境灵魂",223580,223739,160
1529,1577,"出天墓",223740,223890,151
1530,1578,"大战前夕",223891,224165,275
1531,1580,"葬天山脉",224166,224346,181
1532,1581,"父子相见",224347,224518,172
1533,1582,"大战",224519,224705,187
1534,1583,"魂元天",224706,224883,178
1535,1584,"死寂之门",224884,225052,169
1536,1585,"据为己有",225053,225233,181
1537,1586,"破界",225234,225393,160
1538,597,"退走",225394,225562,169
1539,1588,"定计",225563,225704,142
1540,1589,"宁静",225705,225828,124
1541,1590,"雷劫丹",225829,225982,154
1542,1591,"七星斗圣",225983,226157,175
1543,1592,"探测古帝洞府",226158,226344,187
1544,1593,"古帝洞府所在",226345,226534,190
1545,1594,"黑角域之难",226535,226742,208
1546,1595,"赶至",226743,226956,214
1547,1596,"故人再见",226957,227155,199
1548,1597,"再入岩浆世界",227156,227315,160
1549,1598,"岩浆之底的空间",227316,227499,184
1550,1599,"神秘生物",227500,227695,196
1551,1600,"对话",227696,228066,371
1552,1602,"洞府之战",228067,228247,181
1553,1603,"以一敌二",228248,228479,232
1554,1604,"洞府出现",228480,228654,175
1555,1605,"危机关头",228655,228865,211
1556,1606,"老龙皇",228866,229055,190
1557,1607,"古帝洞府开启",229056,229242,187
1558,1608,"异火广场",229243,229414,172
1559,1609,"恐怖的帝品雏丹",229415,229589,175
1560,1610,"抢夺帝品雏丹",229590,229779,190
1561,1611,"失手",229780,229981,202
1562,1612,"魂天帝的野心",229982,230150,169
1563,1613,"中州之难",230151,230313,163
1564,1614,"异火榜第一!",230314,230473,160
1565,1615,"帝之本源",230474,230642,169
1566,1616,"古帝传承",230643,230805,163
1567,1617,"源气",230806,230980,175
1568,1618,"浩劫",230981,231164,184
1569,1619,"魂帝，魂天帝!",231165,231390,226
1570,1620,"斗帝强者的力量!",231391,231592,202
1571,1621,"出关!",231593,231815,223
1572,1622,"双帝之战!(上)",231816,232305,490
1573,1623,"双帝之战!(下)",232306,232585,280
1574,1624,"结束，也是开始。(大结局)",232586,233008,423
